line number, spanish prep found, index of spanish prep, translated to, code, original Spanish, original English,isused
2651, para,40, to, PU, ¿No va a decirme una palabra más cálida para el viaje que me dé fuerza en el peligro?, Aren't you going to give me any warm words to strengthen me in danger?,
2652, por,30, to, , ¡Si es mi destino dar la vida por el futuro Rey de Francia la hora en que le reciba en sus brazos será una felicidad celestial!, If it is my lot to give life to the future King of France - I will conceive him in your arms in celestial felicitousness.,
2653, para,44, to, PU, ¿Está su marido quizás detrás de la cortina para matarme o ha mandado Ud. hacer agujeros en el techo para que sus criados se diviertan con el juego del gato y el ratón?, Is your husband waiting behind the curtains in order to slay me? Or are there holes in the roof through which your servants may observe the game of cat-and-mouse?,
2654, para,36, for, TD, ¡Medardus pronto los enemigos nos separarán para siempre!, Medardus soon our enemies will separate us for good!,
2655, por,22, ?, , Mi padre también cayó por la bala de un oficial francés., My father was also shot by a French officer.,
2656, para,6, for,RE, ¡Gana para mí la Corona de Francia!, Win the crown of France for me!,
2657, para,20, to, PU, ¡Has fingido pasión para comprarme!, ! You feigned suffering in order to buy me.,
2658, para,64, for, TD, ¡sólo cuando Napoleón haya muerto podemos esperar pertenecernos para siempre!, It is only through Napoleon's death that we can hope to belong to each other forever.,
2659, por,60, to, , El enemigo intentó alcanzar la margen izquierda del Danubio por dos lugares., The enemy tried to reach the left bank of the Danube at two locations.,
2660, para,56, for,PE, ¡Alteza hay que esperar que mañana será una dura prueba para nuestro valiente ejército!, Your highness it is to be expected that tomorrow will be very trying for our valiant army.,
2661, para,41, to, PU, Alteza... estos brazos fueron destinados para el Rey de Francia., Your Highness these arms were designated to the King of France.,
2662, para,87, by,PE, El Marqués de Valois cualquiera que sea el destino que su voluntad le depare no existe para ellos., The Marquis of Valois however his destiny is shaped by you does not exist to these arms.,
2663, por,42, for, , Wachshuber. ¿Le gustaría comprar el Atlas por 20 Gulden para vendérselo luego a los franceses por 400 Gulden?, You'd love to buy the Atlas for 20 Guldens in order to sell it to the French for 400 Guldens,
2663, para,54, for,PU, Wachshuber. ¿Le gustaría comprar el Atlas por 20 Gulden para vendérselo luego a los franceses por 400 Gulden?, You'd love to buy the Atlas for 20 Guldens in order to sell it to the French for 400 Guldens,
2664, por,36, to, , Eschenbacher fue condenado a muerte por la dura ley marcial., Eschenbacher was sentenced to death according to the harsh martial law.,
2665, para,178, per, PU, Después de la victoria de su ejército en Aspern el Emperador abrió los jardines del palacio de Schönbrunn a los vieneses que vieron en esa decisión la buena voluntad de Napoleón para la paz., Following the victory of his army in Aspern the Emperor opened the palatial gardens of Schönbrunn - to the Viennese public who saw it as a gesture of peace.,
2666, para,38, for,PE, ¡He perdido mi vida ya no tiene valor para mí!, I have forfeited my life it is worthless to me. Please take it!,
2667, por,10, for, , Lo siento por Ud. Medardus Klähr pero veo que quiere Ud. morir., I'm sorry for you Medardus Klähr but I see that you want to die.,
2668, por,23, for, , Procesión suplicatoria por una rápida paz., Supplicatory procession for a quick peace.,
2669, para,60, for, TD, No es de extrañar que el joven con el corazón roto renuncie para siempre a las mujeres., It is no surprise that the heartbroken young man swears off women forever.,
2670, para,43, for, PU, Me embarco en un viaje alrededor del mundo para olvidarme de ti., I am embarking on a trip around the world so that I may forget all about you.,
2672, para,21, ?, PU, Llega justo a tiempo para la Misa, * You Are Just In Time For The Services. *,
2673, por,11,please, POR FAVOR, Léame esto por favor., Read This Please. *,x
2674, para,21,for,RE, ¿No se quedará usted para té?, * Won`t You Stay For Tea? *,x
2675, para,16,for,RE, Tengo el dinero para la hipoteca, * I Have The Money For The Mortgage. *,x
2676, por,7,DISTRANS,CA, Yo iré por algunas velas., I`ll Get Some Light. *,x
2677, por,7,for,CA, Yo iré por él., I`ll Get It For You. *,x
2678, por,23, ?, , Pero el párroco ha ido por él para regresarlos., * But The Paron Has Gone To Get It Back. *,
2678, para,28,to, PU, Pero el párroco ha ido por él para regresarlos., * But The Paron Has Gone To Get It Back. *,x
2679, por,18,over there, IS, Hay algunas otras por allí., * There Are Some More Over There.,x
2680, por,26,by,AT, Adaptada para la pantalla por W. Hennings y G. W. Pabst, Adapted for the screen by W. Hennings and G. W. Pabst,x
2680, para,9,for, PU, Adaptada para la pantalla por W. Hennings y G. W. Pabst, Adapted for the screen by W. Hennings and G. W. Pabst,x
2681, por,18,at,IT, Maestro ¿sabe que por la noche aparece un fantasma en su casa?, Master did you know that there is a ghost going about in your house at night?,x
2682, para,12, ?,, Él sabe que para el dinero..., He knows about the money ...,
2683, por,8,DISTRANS,IT, Maestro por última vez: créame lo presiento es oro..., Master believe me it is gold ...,x
2685, por,11, for,IT, ¡Dejémoslo por hoy!, Let's leave it for today!,x
2686, para,17, for, PU, ¡Eh tú prepárate para la faena!, Hey you get ready for work!,x
2687, por,15,DISTRANS, CA, La única razón por la que quiero el tesoro es porque te amo., The only reason I want the treasure is because I love you.,x
2688, por,32, for,IN, Tú me perteneces te he cambiado por el tesoro..., You belong to me I've traded the treasure for you ...,x
2689, por,45, for, , Empezó como cantante callejera había luchado por lo que tenía y ahora no quería perder el hábito., Gloria Swanson as Zaza Once a singing gamine of the streets she had fought for whatever she had fought or whatever she had... and couldn't quite lose the habit.,
2690, para,24, to, PU, ¡Ha venido conmigo sólo para verte!, He came with me just to see you!,
2691, por,12, ?, , Le felicito por su gusto monsieur., I congratulate you on your taste Monsieur.,
2692, para,18, for,RE, - Este aplauso es para Zaza., That applause is for Zaza!,
2693, por,79, ?, , - - Esta noche alguien se ha llevado las zapatillas de Zaza. Será recompensado por la misma mademoiselle., Anyone catching Zaza's sliper tonight... will be rewarded by Mademoiselle herself.,
2694, para,25, to, PU, - Sólo flirtea con usted para poner celoso al viejo duque., She only flirts with you... to make the old Duke jealous!,
2695, por,126, ?, , Pero con Dufresne aún no había encontrado el coraje para hablarle. Para Zaza el amor era como el carmín que se va desgastando por los muchos besos., To Zaza love had been like rouge wearing off several kisses.,
2695, para,52, ?,PU, Pero con Dufresne aún no había encontrado el coraje para hablarle. Para Zaza el amor era como el carmín que se va desgastando por los muchos besos., To Zaza love had been like rouge wearing off several kisses.,
2696, para,19, to, PU, - - Me han llamado para dar una conferencia en París., I've been called to a conference in Paris...,
2698, para,66, from, PU, Llegan cables del departamento de Exteriores e incluso una oferta para que Dufresne se encargue de un gabinete en Washington pero éste se sigue demorando., There came wires from the Foreign Department... even an offer to make him Chargé d'affaires in Washington... yet Dufresne lingered on.,
2699, para,18, for, PU, He esperado mucho para que tuvieses éxito., I've waited long for this sucess.,
2700, para,40, for,PU, - - Ah no amigo mío ¡es demasiado tarde para eso!, Ah no my friend it is too late for that!,
2701, para,33, by, PU, Algunas despedidas y estoy listo para marchar., A few good-byes and I shall be ready to go.,
2702, para,59, for,RE, -- ¡Espera a ver el maravilloso contrato que Rigault tiene para ti!, Wait till you see the wonderful contract Rigault has for you!,
2703, para,25, for, PU, -- ¡Construiré un teatro para ti para que rivalices con la Bernhardt!, I'll build a theatre for you that will rival Bernhardt's.,
2704, por,54,please, POR FAVOR, - Daría el mundo si pudiera llevarte pero no puedo... por favor cariño sé razonable., but I cannot... please darling... be reasonable.,x
2705, para,78, for, PU, - Ocupa la posición que algunas de ustedes damas del Odeón darían los dientes para conseguirla., She occupes the position that some of you ladies at the Odeon give yout eye-teeth for.,
2706, para,30, for,RE, Recuerda hay un buen contrato para ti cuando ella deje a Dufresne., Remember... there's a good contract for you when she quits Dufresne!,
2707, para,28, for,RE, ¡Menudo nidito ha dispuesto para ti!, What a downy little nest he's fixes up for you!,
2708, por,30, to, , - - Y pensar que hice aquello por él..., And to think it was on his account...,
2709, para,32, to,PE, De todas formas ¿qué es el amor para ti sino mentiras besos y más mentiras?, What is love to you anyway but lies and kisses and lies!,
2710, para,87, to, PU, En los siete años que han pasado el mundo se ha estremecido hasta sus profundidades... para luego resurgir., In the seven years that passed the world was shaken to its depths... then settled down to clear its wreckage.,
2711, por,153, ?, , Tragedias transformaciones años de contacto con el sufrimiento y un incesante trabajo bélico y caritativo han dejado su influencia en una estrella amada por todo París., Tragedy sobers transforms... and years of contact with suffering of unceasing war work and charties had borne their influence upon a star loved by all Paris.,
2713, para,25, for,RE, ¿Querría usted cantar... para mí?, Won't you sing... just for me?,
2714, por,32, ?, , Una película restaurada en 2016 por la Cinématèque francesa a partir de un negativo nitrato original salido de sus colecciones., A film restored by the Cinémathèque française from the original nitrate negative in its collection.,
2715, por,35, ?, , El otro ala de un relato de Canudo por C. F. Tavano., The Other Wing Adapted from Canudo's novel,
2716, por,24, ?, , Intertítulos ilustrados por Sach., Illustrated titles designed by Sach,
2717, para,52, via, PU, Una multitud entusiasta acudía al campo de aviación para asistir a las proezas del célebre aviador Raymat., An enthusiastic crowd gathered at the airfield to witness the exploits of the famous aviator Raymat.,
