line number, spanish prep found, index of spanish prep, translated to, code, original Spanish, original English
1126, para,46, to, PU, El más alto mandatario de la iglesia me envía para que me informe de tu fe., The highest servant of the Church has sent me to question you about your faith.
1127, para,23, to, PU, ¡Quiero dar una fiesta para los florentinos. Rodearme de gente alegre., I shall give a feast to the Florentines and see happy people laughing around me!
1128, para,38, to, PU, ¡Abra bien las verjas de mis jardines para que hasta el más pobre pueda sentirse contento!, Open wide the gates of my gardens so that even the poorest feels joyful today!
1129, para,98, ?, PU, Por eso abandonaremos la ciudad como Loth hizo en el pasado con Sodoma absteniéndonos de regresar para que el pecado no se cebe con nosotros., And that is why we shall leave this city as Lot once left Sodom and we shall not look back so that sin will attain no power over us.
1130, para,40, ?, PU, En la montaña se iba a levantar una voz para alertar a la depravada ciudad., Then the depraved city found an admonisher in the mountains.
1132, para,28, from, PU, Vamos a aislarnos del mundo para mantener esta plaga alejada de nosotros!, - Let us seclude ourselves from the world so that the plague can't get in to us!
1133, para,49, ?, PU, Dia y noche se mantenían encendidas las hogueras para impedir la llegada de la plaga., Day and night the stakes were burning so that the plague wouldn't rise.
1134, para,59, from, PU, Deja de llorar por quien ya no está. ¡Los vivos están hechos para vivir!, Cease from mourning the vanished the living belong to life!
1139, para,26, per, PU, Querido amigo iré a verte para hablarte de la desdichada infanticida Victorine Lippert, Dear friend I shall come to you in order to talk to you about the wretched Victorine Lippert...
1143, para,13, per, PU," Mañana parto para visitar a mi hijo: vengo a suplicarle... ""me haga el inapreciable favor de tomar mi lugar... ""en el caso de Victorine Lippert. ", I am to leave for my son's tomorrow and have come to beseech you... to grant me the favour of taking the bench... in the trial of Victorine Lippert.
1146, para,37, for, PU, Se ponen de acuerdo en que Berger preparará... a la joven para la visita de su padre., The two friends agree that Berger shall prepare... for the father's visit to the young woman.
1152, para,127, from, PU, Durante un viaje fluvial al extranjero el abogado Berger conoce a Weyden dueño de una plantación en Java... que viene a Europa para contraer nupcias., On a river boat on a journey abroad Councillor Berger meets Weyden a plantation owner from Java... who has come to Europe to get married.
1155, para,10, to, PU, He venido para sufrir el castigo que merezco como todo criminal., I have come to demand the punishment I deserve as a criminal.
1162, para,24, ?, PU, Querido Sol resplandece para que no me resfríe., Dearest sun please shine so that I don't catch a cold.
1163, para,152, for, PU, El barón von Chanterelle deseando que no se extinga su estirpe ruega a todas las jóvenes del pueblo y alrededores que se reúnan en la Plaza del Mercado para permitir a su sobrino y heredero universal escoger a la joven idónea para convertirse en su mujer., The Baron von Chanterelle does not wish for his lineage to die out and therefore invites all of the region's maidens to gather in the marketplace so that his nephew the sole heir may choose a fitting maiden to take as his wife.
1167, para,10, for, PU, ¡Vístanse para la boda!, Everyone get changed for the wedding!
1175, para,18, for, PU, Cinco mil dólares para la Cruz Roja., Five thousand dollar for the Red Cross.
1176, para,47, to, PU, Dorothy quería salir al mundo a Estados Unidos para conocer aquellas condiciones de vida y tratar de cumplir sus ideales., Sonia wanted to see the world to great America to acquaint herself with its conditions and try to realize her ideals.
1195, para,77, to, PU, Cuando Albert se entera de la partida de Gloria convence a su amigo escultor para que le invite a Nueva York., Albert aware of Gloria's departure convinced his acquainted sculptor to invite him to New York.
1197, para,41, for, PU, - Madre no tenemos nada más que pan seco para la cena., We have nothing but dry bread for dinner!
1200, para,102, for, PU, - Mi querido amigo estoy muy contento de informarle de la decisión del gobierno de comprar su trabajo para la Galería Nacional. -, My dear friend I'm overjoyed to inform you of the government's decision to purchase your work for the National Gallery!
1207, para,2, to, PU, Y para liberar a mi familia de la pobreza ¡me sacrifiqué casándome con el hombre que una vez destruyó mi vida! -- ¡Me dijeron que estabas muerto!, I was told you were dead!
1212, para,31, to, PU, uno en que se entra libremente para no dejarlo nunca libremente., where one is free to join but never free to leave.
1226, para,41, for, PU, Un mes más tarde la condesa Ysabel se prepara para la boda., A month later Countess Ysabel prepares for her wedding.
1228, para,57, for, PU, Profesor podría venir con nosotros al Prosca Palace y preparar a la condesa para el desastre, Professor maybe you will come with us to Prosca Palace and prepare the Countess for the disaster!
1230, para,30, to, PU, Tengo que acelerar el arresto para que su hija no empiece su vida con un impostor, I felt obliged to speed up the arrest so your daughter did not start a life with an imposter!
1233, para,71, to, PU, No admitía religión cuando la vida era justa y soy demasiado orgullosa para admitirla ahora, I did not acknowledge religion when life was fair and I am too proud to do it now that my happiness has been cast aside!
1235, para,23, to, PU, - Ayúdame Elias Renato para que mi alma pueda encontrar la paz., - Help me Elias Renato that I can find peace in my soul. 
1250, para,23, for, PU, Prepárate de inmediato para partir hacia Italia., Prepare at once to leave for Italy.
1252, para,8, to, PU, Saludos para ti y tu hermana Ashuter., Greetings to you and your sister.
1254, para,46, for, PU, -- ¡Ashuter! Este viaje ha sido una pesadilla para mí y tu doble atormentaba mis nervios pero en cualquier caso el objetivo se ha alcanzado., This journey has been a nightmare for me and your double tormented my nerves but in any case the goal has been reached.
1255, para,20, to, PU, Usaré mi influencia para protegerte con la condición de que no se le haga daño a Bassett., I will use my influence to protect you on the condition that no harm will be done to Bassett.
1256, para,27, for, PU, Que tu espíritu me ilumine para alumbrarme el camino en los años venideros y que las estrellas puedan mirarte con amor y puedan representar el amor de Ashuter de esta manera. ¡Adiós!, That your spirit may illuminate me to shine the way for me in years to come and that the stars may look down on you with love and may represent the Jove of Ashuter in this way... Farewell!
1261, para,26, to, PU, Tampoco necesitaría armas para conseguir la libertad., It wouldn't take weapons to take me to freedom.
1264, para,6, for, PU, Sería para mi un placer que viniese a visitarme el próximo domingo., I would be very happy if you came for a visit Sunday.
1269, para,50, for, PU, Derechos sobre el tesoro de la ciudad por mi cesión para la expedición corsa por un total de 100.000 Libras., Concerning my loan for the Corsican expedition and for a total of 100000 pounds.
1270, para,47, to, PU, Un encuentro tan encantador es un buen augurio para empezar el día., A find so enchanting is a good omen to start the day.
1271, para,81, to, PU, Todas las tardes en casa del conde Dubarry se reúnen los personajes mas ilustres para entregarse al juego., Every evening the best society is found at the Count Dubarry's to play games.
1273, para,50, for, PU, Derechos sobre el tesoro de la ciudad por mi cesión para la expedición corsa por un total de 100.000 Libras., Concerning my loan for the Corsican expedition and for a total of 100000 pounds.
1274, para,30, per, PU, Todavía no te he dado permiso para retirarte., Still I have not given you permission to retire.
1280, para,26, to, PU, Mamá ahora tenemos dinero para comprar pan., Ma'am we now have money to buy bread.
1281, para,46, ?, PU, El es quien impide la importación de cereales para proteger sus intereses., It is he who keeps the privileges of those who profit.
1283, para,107, to, PU," He conseguido enterarme de que Gourdan va a reunir esta noche en su casa a algunos ""elementos indeseables"" para urdir planes contra la señora condesa.", I managed to learn that the suspects will meet tonight at Gourdan's home to devise plans against the countess.
